ZONENAME,POSTALSTREETNAME,UNITNUMBER,LOCATION,OUTSIDE,OPPOSITE,EASTING,NORTHING,OBJECTID
SWORDS,OAKWOOD AVENUE,4,O/S 29/31 OKWD AVE,29/31,,317539,246793,21269
SWORDS,OAKWOOD AVENUE,5,O/S 37/39 OKWD AVE,37/39,,317507,246796,21270
SUTTON,OFFINGTON AVENUE,1,S/O 69 OFFNGTN PK,,,326624,238727,21271
SUTTON,OFFINGTON AVENUE,2,O/S 89 OFFNGTN AVE,89,,326654,238714,21272
SUTTON,OFFINGTON AVENUE,3,O/S 85 OFFNGTN AVE,85,,326693,238710,21273
SUTTON,OFFINGTON AVENUE,4,O/S 81/83 OFFNGTN AVE,81/83,,326731,238730,21274
SUTTON,OFFINGTON AVENUE,5,O/S 79 OFFNGTN AVE,79,,326763,238750,21275
SUTTON,OFFINGTON AVENUE,6,O/S 75 OFFNGTN AVE,75,,326791,238767,21276
SUTTON,OFFINGTON AVENUE,7,O/S 71/73 OFFNGTN AVE,71/73,,326816,238783,21277
SUTTON,OFFINGTON AVENUE,8,O/S 69 OFFNGTN AVE,69,,326845,238804,21278
SUTTON,OFFINGTON AVENUE,9,O/S 63 OFFNGTN AVE,63,,326855,238837,21279
SUTTON,OFFINGTON AVENUE,11,O/S 57/59 OFFNGTN AVE,57/59,,326848,238881,21280
SUTTON,OFFINGTON AVENUE,12,O/S 55 OFFNGTN AVE,55,,326841,238908,21281
SUTTON,OFFINGTON AVENUE,13,O/S 51 OFFNGTN AVE,51,,326833,238946,21282
SUTTON,OFFINGTON AVENUE,14,O/S 49 OFFNGTN AVE,49,,326830,238982,21283
SUTTON,OFFINGTON AVENUE,15,O/S 45 OFFNGTN AVE,45,,326829,239020,21284
SUTTON,OFFINGTON AVENUE,16,O/S 41 OFFNGTN AVE,41,,326829,239059,21285
SUTTON,OFFINGTON AVENUE,17,O/S 37 OFFNGTN AVE,37,,326830,239099,21286
SUTTON,OFFINGTON AVENUE,18,O/S 33 OFFNGTN AVE,33,,326834,239138,21287
SUTTON,OFFINGTON AVENUE,19,O/S 29 OFFNGTN AVE,29,,326839,239176,21288
SUTTON,OFFINGTON AVENUE,20,O/S 27 OFFNGTN AVE,27,,326838,239208,21289
SUTTON,OFFINGTON AVENUE,21,O/S 25 OFFNGTN AVE,25,,326827,239238,21290
SUTTON,OFFINGTON AVENUE,22,O/S 21/23 OFFNGTN AVE,21/23,,326818,239265,21291
SUTTON,OFFINGTON AVENUE,23,O/S 17 OFFNGTN AVE,17,,326803,239307,21292
SUTTON,OFFINGTON AVENUE,24,O/S 11 OFFNGTN AVE,11,,326780,239338,21293
SUTTON,OFFINGTON AVENUE,25,O/S 7 OFFNGTN AVE,7,,326745,239355,21294
SUTTON,OFFINGTON AVENUE,26,O/S 1/3 OFFNGTN AVE,01-Mar,,326705,239361,21295
SUTTON,OFFINGTON AVENUE,27,S/O 9 OFFNGTN PK,,,326677,239364,21296
SUTTON,OFFINGTON AVENUE,28,1ST OFF OFFNGTN PK,,,326637,239368,21297
SUTTON,OFFINGTON COURT,1,S/O 83 OFFNGTN AVE,,,326718,238707,21298
SUTTON,OFFINGTON COURT,2,A/O 85 OFFNGTN AVE,,,326724,238673,21299
SUTTON,OFFINGTON COURT,3,O/S 2/3 OFFNGTN CRT,02-Mar,,326739,238639,21300
SUTTON,OFFINGTON COURT,4,O/S 4 OFFNGTN CRT,4,,326754,238616,21301
SUTTON,OFFINGTON COURT,5,S/O 25 OFFNGTN LWN,,,326794,238594,21302
SUTTON,OFFINGTON COURT,6,O/S 8/9 OFFNGTN CRT,08-Sep,,326816,238566,21303
SUTTON,OFFINGTON COURT,7,O/S 10/11 OFFNGTN CRT,10-Nov,,326845,238548,21304
SUTTON,OFFINGTON COURT,8,O/S 13 OFFNGTN CRT,13,,326872,238559,21305
SUTTON,OFFINGTON COURT,9,O/S 21/22 OFFNGTN CRT,21/22,,326908,238593,21306
SUTTON,OFFINGTON COURT,10,O/S 18/19 OFFNGTN CRT,18/19,,326940,238608,21307
SUTTON,OFFINGTON DRIVE,1,O/S 52 OFFNGTN AVE,,,326746,238778,21308
SUTTON,OFFINGTON DRIVE,2,O/S 50 OFFNGTN DRV,50,,326734,238805,21309
SUTTON,OFFINGTON DRIVE,3,O/S 48 OFFNGTN DRV,48,,326726,238832,21310
SUTTON,OFFINGTON DRIVE,4,O/S 44 OFFNGTN DRV,44,,326718,238871,21311
SUTTON,OFFINGTON DRIVE,5,O/S 40/42 OFFNGTN DRV,40/42,,326711,238908,21312
SUTTON,OFFINGTON DRIVE,6,O/S 38 OFFNGTN DRV,38,,326705,238938,21313
SUTTON,OFFINGTON DRIVE,7,O/S 34 OFFNGTN DRV,34,,326699,238973,21314
SUTTON,OFFINGTON DRIVE,8,O/S 30 OFFNGTN DRV,30,,326701,239008,21315
SUTTON,OFFINGTON DRIVE,9,O/S 26/28 OFFNGTN DRV,26/28,,326703,239041,21316
SUTTON,OFFINGTON DRIVE,10,O/S 22/24 OFFNGTN DRV,22/24,,326707,239084,21317
SUTTON,OFFINGTON DRIVE,11,O/S 20 OFFNGTN DRV,20,,326710,239116,21318
SUTTON,OFFINGTON DRIVE,12,O/S 16 OFFNGTN DRV,16,,326714,239154,21319
SUTTON,OFFINGTON DRIVE,13,O/S 14 OFFNGTN DRV,14,,326718,239187,21320
SUTTON,OFFINGTON DRIVE,14,O/S 8 OFFNGTN DRV,8,,326730,239222,21321
SUTTON,OFFINGTON DRIVE,15,O/S 4 OFFNGTN DRV,,,326760,239246,21322
SUTTON,OFFINGTON DRIVE,16,O/S 2 OFFNGTN DRV,2,,326795,239258,21323
SUTTON,OFFINGTON LAWN,1,O/S 65 OFFNGTN LWN,65,,326778,238633,21324
SUTTON,OFFINGTON LAWN,2,O/S 27 OFFNGTN LWN,27,,326821,238650,21325
SUTTON,OFFINGTON LAWN,3,O/S 61 OFFNGTN LWN,61,,326849,238680,21326
SUTTON,OFFINGTON LAWN,4,O/S 31 OFFNGTN LWN,31,,326893,238698,21327
SUTTON,OFFINGTON LAWN,5,O/S 33/34 OFFNGTN LWN,33/34,,326927,238724,21328
SUTTON,OFFINGTON LAWN,6,O/S 36 OFFNGTN LWN,36,,326950,238753,21329
SUTTON,OFFINGTON LAWN,7,O/S 37/38 OFFNGTN LWN,37/38,,326963,238780,21330
SUTTON,OFFINGTON LAWN,8,OPP 54 OFFNGTN LWN,,54,326968,238803,21331
SUTTON,OFFINGTON LAWN,9,OPP 52 OFFNGTN LWN,,52,326967,238847,21332
SUTTON,OFFINGTON LAWN,10,OPP 50 OFFNGTN LWN,,50,326960,238888,21333
SUTTON,OFFINGTON LAWN,11,O/S 48 OFFNGTN LWN,48,,326944,238923,21334
SUTTON,OFFINGTON LAWN,12,O/S 39 OFFNGTN LWN,39,,326945,238966,21335
SUTTON,OFFINGTON LAWN,13,O/S 41 OFFNGTN LWN,41,,326930,238999,21336
SUTTON,OFFINGTON LAWN,14,O/S 43/44 OFFNGTN LWN,43/44,,326902,239007,21337
SUTTON,OFFINGTON LAWN,15,O/S 49 OFFNGTN AVE,,,326872,238999,21338
SUTTON,OFFINGTON LAWN,16,O/S 45 OFFNGTN AVE,,,326844,239007,21339
SUTTON,OFFINGTON PARK,1,O/S GLENTHORN HOUSE,,,326539,238676,21340
SUTTON,OFFINGTON PARK,2,O/S 70 OFFNGTN PK,,,326562,238705,21341
SUTTON,OFFINGTON PARK,3,O/S 68 OFFNGTN PK,68,,326584,238731,21342
SUTTON,OFFINGTON PARK,4,O/S 66/68 OFFNGTN PK,66/68,,326598,238765,21343
SUTTON,OFFINGTON PARK,5,O/S 64 OFFNGTN PK,64,,326600,238802,21344
SUTTON,OFFINGTON PARK,6,O/S 62 OFFNGTN PK,62,,326596,238834,21345
SUTTON,OFFINGTON PARK,7,O/S 58 OFFNGTN PK,58,,326590,238869,21346
SUTTON,OFFINGTON PARK,8,O/S 56/58 OFFNGTN PK,56/58,,326583,238900,21347
SUTTON,OFFINGTON PARK,9,O/S 52 OFFNGTN PK,52,,326577,238937,21348
SUTTON,OFFINGTON PARK,10,O/S 48 OFFNGTN PK,48,,326569,238980,21349
SUTTON,OFFINGTON PARK,11,O/S 44/46 OFFNGTN PK,44/46,,326567,239013,21350
SUTTON,OFFINGTON PARK,12,O/S 42 OFFNGTN PK,42,,326568,239047,21351
SUTTON,OFFINGTON PARK,13,O/S 38 OFFNGTN PK,38,,326573,239087,21352
SUTTON,OFFINGTON PARK,14,O/S 34 OFFNGTN PK,34,,326579,239124,21353
SUTTON,OFFINGTON PARK,15,O/S 30 OFFNGTN PK,30,,326585,239164,21354
SUTTON,OFFINGTON PARK,16,O/S 26 OFFNGTN PK,26,,326592,239210,21355
SUTTON,OFFINGTON PARK,17,O/S 22 OFFNGTN PK,22,,326598,239254,21356
SUTTON,OFFINGTON PARK,18,O/S 18 OFFNGTN PK,18,,326602,239298,21357
SUTTON,OFFINGTON PARK,19,O/S 14 OFFNGTN PK,14,,326607,239341,21358
SUTTON,OFFINGTON PARK,20,O/S 10/12 OFFNGTN PK,10-Dec,,326610,239373,21359
SUTTON,OFFINGTON PARK,21,O/S 6 OFFNGTN PK,6,,326617,239423,21360
SUTTON,OFFINGTON PARK,22,O/S 4 OFFNGTN PK,4,,326619,239450,21361
SUTTON,OFFINGTON PARK,23,S/O THE MEADOWS,,,326623,239478,21362
SUTTON,OFFINGTON PARK,24,OPP OFFNGTN MNR APTS,,,326632,239516,21363
BALBRIGGAN,OLD BALBRIGGAN ROAD,1,,,,320171,262777,21364
BALBRIGGAN,OLD BALBRIGGAN ROAD,2,OPP ENTRANCE TO WAVIN FACTORY,,,320165,262739,21365
BALBRIGGAN,OLD BALBRIGGAN ROAD,3,,,,320162,262694,21366
BALBRIGGAN,OLD BALBRIGGAN ROAD,4,,,,320163,262645,21367
BALBRIGGAN,OLD BALBRIGGAN ROAD,5,,,,320171,262598,21368
BALBRIGGAN,OLD BALBRIGGAN ROAD,6,,,,320191,262539,21369
BALBRIGGAN,OLD BALBRIGGAN ROAD,7,,,,320208,262497,21370
BALBRIGGAN,OLD BALBRIGGAN ROAD,8,,,,320233,262447,21371
BALBRIGGAN,OLD BALBRIGGAN ROAD,9,,,,320265,262418,21372
BALBRIGGAN,OLD BALBRIGGAN ROAD,10,BEFORE LEFT TURN INTO CASTLELANDS,,,320293,262369,21373
BALBRIGGAN,OLD BALBRIGGAN ROAD,11,,,,320306,262333,21374
BALBRIGGAN,OLD BALBRIGGAN ROAD,12,,,,320318,262298,21375
BALBRIGGAN,OLD BALBRIGGAN ROAD,13,,,,320328,262245,21376
BALBRIGGAN,OLD BALBRIGGAN ROAD,14,OPP ENTRANCE TO THE CHANTRIES,,,320319,262216,21377
BALBRIGGAN,OLD BALBRIGGAN ROAD,15,,,,320331,262198,21378
BALBRIGGAN,OLD BALBRIGGAN ROAD,16,,,,320328,262150,21379
BALBRIGGAN,OLD BALBRIGGAN ROAD,17,,,,320315,262093,21380
BALBRIGGAN,OLD BALBRIGGAN ROAD,18,,,,320299,262048,21381
BALBRIGGAN,OLD BALBRIGGAN ROAD,19,,,,320279,262004,21382
BALBRIGGAN,OLD BALBRIGGAN ROAD,20,,,,320248,261959,21383
BALBRIGGAN,OLD BALBRIGGAN ROAD,21,,,,320204,261945,21384
BALBRIGGAN,OLD BALBRIGGAN ROAD,22,,,,320175,261917,21385
BALBRIGGAN,OLD BALBRIGGAN ROAD,23,,,,320146,261883,21386
BALBRIGGAN,OLD BALBRIGGAN ROAD,24,ON ROAD TO STEPHENSTOWN,,,320132,261876,21387
BALBRIGGAN,OLD BALBRIGGAN ROAD,25,OPP ENTRANCE TO STEPHENSTOWN ROAD,,,320147,261854,21388
BALBRIGGAN,OLD BALBRIGGAN ROAD,26,,,,320107,261837,21389
BALBRIGGAN,OLD BALBRIGGAN ROAD,27,OPP NORTH ENTRANCE TO COACH ROAD,,,320086,261806,21390
BALBRIGGAN,OLD BALBRIGGAN ROAD,28,IN ENTRANCE ROAD TO COACH ROAD,,,320109,261785,21391
BALBRIGGAN,OLD BALBRIGGAN ROAD,29,,,,320090,261778,21392
BALBRIGGAN,OLD BALBRIGGAN ROAD,30,,,,320056,261756,21393
BALBRIGGAN,OLD BALBRIGGAN ROAD,31,,,,320044,261732,21394
BALBRIGGAN,OLD BALBRIGGAN ROAD,32,,,,320028,261700,21395
BALBRIGGAN,OLD BALBRIGGAN ROAD,33,,,,320014,261652,21396
BALBRIGGAN,OLD BALBRIGGAN ROAD,34,,,,320005,261613,21397
BALBRIGGAN,OLD BALBRIGGAN ROAD,35,,,,319998,261576,21398
BALBRIGGAN,OLD BALBRIGGAN ROAD,36,,,,319995,261549,21399
BALBRIGGAN,OLD BALBRIGGAN ROAD,37,,,,319988,261501,21400
BALBRIGGAN,OLD BALBRIGGAN ROAD,38,,,,319982,261453,21401
BALBRIGGAN,OLD BALBRIGGAN ROAD,39,,,,319996,261423,21402
BALBRIGGAN,OLD BALBRIGGAN ROAD,40,,,,319987,261382,21403
BALBRIGGAN,OLD BALBRIGGAN ROAD,41,,,,319977,261341,21404
BALBRIGGAN,OLD BALBRIGGAN ROAD,42,ON ENTRANCE ROAD TO BALROTHERY INN,,,319982,261323,21405
BALBRIGGAN,OLD BALBRIGGAN ROAD,43,OPP ENTRANCE TO ROAD TO BALROTHERY INN,,,319953,261324,21406
BALBRIGGAN,OLD BALBRIGGAN ROAD,44,,,,319964,261303,21407
BALBRIGGAN,OLD BALBRIGGAN ROAD,45,,,,319952,261276,21408
BALBRIGGAN,OLD BALBRIGGAN ROAD,46,,,,319936,261248,21409
BALBRIGGAN,OLD BALBRIGGAN ROAD,47,OPP ENTRANCE TO ROAD TO TURKINSTOWN,,,319919,261220,21410
BALBRIGGAN,OLD BALBRIGGAN ROAD,48,,,,319900,261190,21411
BALBRIGGAN,OLD BALBRIGGAN ROAD,49,,,,319872,261147,21412
BALBRIGGAN,OLD BALBRIGGAN ROAD,50,,,,319848,261112,21413
BALBRIGGAN,OLD BALBRIGGAN ROAD,51,,,,319828,261088,21414
BALBRIGGAN,OLD BALBRIGGAN ROAD,52,,,,319810,261062,21415
BALBRIGGAN,OLD BALBRIGGAN ROAD,53,,,,319786,261031,21416
BALBRIGGAN,OLD BALBRIGGAN ROAD,54,AT ENTRANCE TO CAR PARK,,,319752,260991,21417
SANTRY,OLD BALLYMUN RD NORTHWOOD,1,OLD BALLYMUN RD NORTHWOOD,,,315527.094,240571.387,21418
SANTRY,OLD BALLYMUN RD NORTHWOOD,2,OLD BALLYMUN RD NORTHWOOD,,,315526.682,240536.414,21419
SANTRY,OLD BALLYMUN RD NORTHWOOD,4,OLD BALLYMUN RD NORTHWOOD,,,315526.338,240501.33,21420
SANTRY,OLD BALLYMUN RD NORTHWOOD,13,OLD BALLYMUN RD NORTHWOOD,,,315524.208,240463.086,21421
SANTRY,OLD BALLYMUN RD NORTHWOOD,14,OLD BALLYMUN RD NORTHWOOD,,,315525.326,240430.822,21422
SANTRY,OLD BALLYMUN RD NORTHWOOD,15,OLD BALLYMUN RD NORTHWOOD,,,315525.242,240398.751,21423
RUSH,OLD BARRACK ROAD RUSH,1,1ST OFF LWR MAIN STREET,,,327074,254067,21424
RUSH,OLD BARRACK ROAD RUSH,2,OLD BARRACK RD,,,327074,254033,21425
RUSH,OLD BARRACK ROAD RUSH,3,O/S VICTORIA HOUSE,,,327072,254000,21426
RUSH,OLD BARRACK ROAD RUSH,4,OLD BARRACK RD,,,327072,253961,21427
RUSH,OLD BARRACK ROAD RUSH,5,OPP HA'PENNIES,,,327072,253927,21428
RUSH,OLD BARRACK ROAD RUSH,6,OLD BARRACK RD,,,327096,253870,21429
RUSH,OLD BARRACK ROAD RUSH,7,O/S PINELEA,,,327113,253800,21430
KNOCKSEDAN,OLD BRAZEEL KNOCKSEDAN,1,O/S 1/2 OLD BRZL,01-Feb,,315538,246395,21431
KNOCKSEDAN,OLD BRAZEEL KNOCKSEDAN,2,OPP 4/5 OLD BRZL,,04-May,315541,246425,21432
KNOCKSEDAN,OLD BRAZEEL KNOCKSEDAN,3,O/S 6/7 OLD BRZL,06-Jul,,315528,246444,21433
KNOCKSEDAN,OLD BRAZEEL KNOCKSEDAN,4,O/S 11 OLD BRZL,11,,315532,246467,21434
KNOCKSEDAN,OLD BRAZEEL KNOCKSEDAN,5,OPP 14/15OLD BRZL,,14/15,315571,246463,21435
KNOCKSEDAN,OLD BRAZEEL KNOCKSEDAN,6,O/S 18 OLD BRZL,18,,315598,246478,21436
KNOCKSEDAN,OLD BRAZEEL KNOCKSEDAN,7,O/S 22 OLD BRZL,22,,315622,246462,21437
KNOCKSEDAN,OLD BRAZEEL KNOCKSEDAN,8,O/S 24/25 OLD BRZL,24/25,,315619,246435,21438
KNOCKSEDAN,OLD BRAZEEL KNOCKSEDAN,9,O/S 27/28 OLD BRZL,27/28,,315635,246413,21439
SUTTON,OLD CARRICKBRACK ROAD,1,O/S SANTA ROSA,,,327967,236868,21440
SUTTON,OLD CARRICKBRACK ROAD,2,OPP ENT GORSE HILL,,,328000,236854,21441
SUTTON,OLD CARRICKBRACK ROAD,3,OPP 'SEAVIEW HOUSE',,,328040,236858,21442
SUTTON,OLD CARRICKBRACK ROAD,4,OPP 'GORTEEN',,,328080,236863,21443
SUTTON,OLD CARRICKBRACK ROAD,5,OPP 'COOLMANAGA',,,328126,236870,21444
SUTTON,OLD CARRICKBRACK ROAD,6,OPP CAIRNGORM,,,328162,236872,21445
SUTTON,OLD CARRICKBRACK ROAD,7,OPP THE PINS,,,328199,236869,21446
SUTTON,OLD CARRICKBRACK ROAD,8,OPP 'LEARIG HOUSE',,,328239,236867,21447
SUTTON,OLD CARRICKBRACK ROAD,9,OPP LERRIG,,,328277,236863,21448
SUTTON,OLD CARRICKBRACK ROAD,10,OPP DAVOS,,,328326,236862,21449
SUTTON,OLD CARRICKBRACK ROAD,11,O/S FERNMOYLE,,,328356,236855,21450
SUTTON,OLD CARRICKBRACK ROAD,12,OPP 'CARRICKBRACK HOUSE',,,328384,236857,21451
SUTTON,OLD CARRICKBRACK ROAD,13,OPP 'CARRICKBRACK HOUSE',,,328421,236860,21452
SUTTON,OLD CARRICKBRACK ROAD,14,OPP LENID,,,328463,236869,21453
SUTTON,OLD CARRICKBRACK ROAD,15,ENT 'ROXBORO',,,328498,236894,21454
SUTTON,OLD CARRICKBRACK ROAD,16,O/S THE COACH HOUSE,,,328513,236925,21455
SUTTON,OLD CARRICKBRACK ROAD,17,OPP ENT LENID,,,328512,236952,21456
SUTTON,OLD CARRICKBRACK ROAD,18,OLD CRRKBRCK RD,,,328527,236968,21457
SUTTON,OLD CARRICKBRACK ROAD,19,OLD CRRKBRCK RD,,,328557,236982,21458
SUTTON,OLD CARRICKBRACK ROAD,20,O/S CONVENT YARD,,,328582,236981,21459
SUTTON,OLD CARRICKBRACK ROAD,21,OLD CRRKBRCK RD,,,328611,236973,21460
SUTTON,OLD CARRICKBRACK ROAD,22,O/S GLENAVENA,,,328649,236953,21461
SUTTON,OLD CARRICKBRACK ROAD,23,R/O SEACROFT,,,328687,236931,21462
SUTTON,OLD CARRICKBRACK ROAD,24,LAST BEFORE CRRKBRCK RD,,,328710,236900,21463
SUTTON,OLD CASTLE AVENUE,1,1ST OFF CRRKBRK RD,,,326835,238409,21464
SUTTON,OLD CASTLE AVENUE,2,S/O 9A CRRKBRK RD,,,326863,238430,21465
SUTTON,OLD CASTLE AVENUE,3,O/S 1 OLD CASTLE AVE,1,,326887,238447,21466
SUTTON,OLD CASTLE AVENUE,4,O/S 4 OLD CASTLE AVE,4,,326922,238475,21467
SUTTON,OLD CASTLE AVENUE,5,O/S 6 OLD CASTLE AVE,6,,326952,238495,21468
SUTTON,OLD CASTLE AVENUE,6,O/S 9 OLD CASTLE AVE,9,,326973,238507,21469
SANTRY,OLD COOLOCK LANE,1,ON LEFT OFF COOLOCK LNE,,,316969.933,240115.525,21470
SANTRY,OLD COOLOCK LANE,2,ON LEFT OFF COOLOCK LNE,,,316939.304,240126.884,21471
SANTRY,OLD COOLOCK LANE,3,ON LEFT OFF COOLOCK LNE,,,316902.996,240129.521,21472
SANTRY,OLD COOLOCK LANE,5,OPP JUNCT TO COOLOCK LANE,,,317013.746,240109.643,21473
SANTRY,OLD COOLOCK LANE,6,ON RIGHT OFF COOLOCK LNE,,,317053.3,240102.746,21474
SANTRY,OLD COOLOCK LANE,7,ON RIGHT OFF COOLOCK LNE,,,317104,240090,21475
SANTRY,OLD COOLOCK LANE,8,O/S LINFORD,,,317155,240098,21476
SANTRY,OLD COOLOCK LANE,9,,,,317076.197,240091.205,21477
SANTRY,OLD COOLOCK LANE,10,,,,317040.091,240093.842,21478
SANTRY,OLD COOLOCK LANE,    X 88,,,,,,21479
SANTRY,OLD COOLOCK LANE,    X 90,,,,,,21480
SANTRY,OLD COOLOCK LANE,    X 99,,,,,,21481
SANTRY,OLD COOLOCK LANE,   X 004,ON LEFT OFF COOLOCK LNE,,,316975,240125,21482
BLANCHARDSTOWN,OLD CORDUFF ROAD,1,S/O 219A EDGEWOOD LAWN,,,307925,239576,21483
BLANCHARDSTOWN,OLD CORDUFF ROAD,2,O/S 20 NEW CORDUFF COTTAGES,20,,307922,239550,21484
BLANCHARDSTOWN,OLD CORDUFF ROAD,3,O/S 16 NEW CORDUFF COTTAGES,16,,307913,239505,21485
BLANCHARDSTOWN,OLD CORDUFF ROAD,4,O/S 11 NEW CORDUFF COTTAGES,11,,307905,239463,21486
BLANCHARDSTOWN,OLD CORDUFF ROAD,5,0/S 6 NEW CORDUFF COTTAGES,6,,307897,239415,21487
BLANCHARDSTOWN,OLD CORDUFF ROAD,6,O/S 1 NEW CORDUFF COTTAGES,1,,307887,239364,21488
BLANCHARDSTOWN,OLD CORDUFF ROAD,7,0/S 2A OLD CORDUFF COTTAGES,2A,,307876,239308,21489
MALAHIDE,OLD ESTUARY MILL MALAHIDE,1,S/O 5 OLD ESTY MILL,,,320621.109,246027.532,21490
MALAHIDE,OLD ESTUARY MILL MALAHIDE,2,O/S 3/4 OLD ESTY MILL,03-Apr,,320645.234,246020.532,21491
MALAHIDE,OLD ESTUARY MILL MALAHIDE,3,O/S 8/9 OLD ESTY MILL,08-Sep,,320626.376,245994.099,21492
KNOCKSEDAN,OLD FORT WOOD KNOCKSEDAN,1,O/S 1 OLD FRT WD,1,,315373,246457,21493
KNOCKSEDAN,OLD FORT WOOD KNOCKSEDAN,2,O/S 2 OLD FRT WD,2,,315360,246476,21494
KNOCKSEDAN,OLD FORT WOOD KNOCKSEDAN,3,O/S 3 OLD FRT WD,3,,315350,246499,21495
KNOCKSEDAN,OLD FORT WOOD KNOCKSEDAN,4,O/S 5 OLD FRT WD,5,,315333,246521,21496
KNOCKSEDAN,OLD FORT WOOD KNOCKSEDAN,5,O/S 6 OLD FRT WD,6,,315310,246538,21497
KNOCKSEDAN,OLD FORT WOOD KNOCKSEDAN,6,S/O 6 OLD FRT WD,,,315323,246564,21498
KNOCKSEDAN,OLD FORT WOOD KNOCKSEDAN,7,S/O 1 KKMY CRES,,,315345,246568,21499
KNOCKSEDAN,OLD FORT WOOD KNOCKSEDAN,8,S/O 1 KKMY CRES,,,315368,246569,21500
KNOCKSEDAN,OLD FORT WOOD KNOCKSEDAN,9,S/O 4 KKMY CRES,,,315392,246571,21501
KNOCKSEDAN,OLD FORT WOOD KNOCKSEDAN,10,S/O 8 KKSN WD,,,315420,246574,21502
KNOCKSEDAN,OLD FORT WOOD KNOCKSEDAN,11,S/O 8 KKSN WD,,,315442,246561,21503
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,1,,,,310015.473,241493.383,21504
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,2,,,,309985.047,241516.71,21505
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,3,,,,309944.073,241533.14,21506
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,4,,,,309908.373,241547.542,21507
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,5,,,,309875.716,241560.118,21508
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,6,,,,309840.422,241573.708,21509
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,7,,,,309790.523,241592.775,21510
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,8,,,,309739.002,241611.03,21511
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,9,,,,309707.187,241622.128,21512
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,10,,,,309677.808,241632.928,21513
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,11,,,,309645.572,241646.446,21514
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,12,,,,309607.617,241662.564,21515
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,13,,,,309565.695,241680.57,21516
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,14,,,,309519.935,241697.034,21517
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,15,,,,309485.858,241707.582,21518
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,16,,,,309446.101,241704.742,21519
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,17,,,,309401.882,241724.621,21520
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,18,,,,309376.325,241726.243,21521
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,19,,,,309345.087,241733.546,21522
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,20,,,,309316.69,241747.339,21523
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,21,,,,309297.623,241776.142,21524
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,22,,,,309274.195,241768.13,21525
BALLYCOOLIN,OLD MITCHELSTOWN ROAD,   X 001,,,,,,21526
MULHUDDART,Old Navan Rd Coolmine Cottages,1,,,,306954.667,240065.91,21527
MULHUDDART,Old Navan Rd Coolmine Cottages,2,,,,306973.329,240041.367,21528
MULHUDDART,Old Navan Rd Coolmine Cottages,3,,,,306992.396,240019.054,21529
MULHUDDART,Old Navan Rd Coolmine Cottages,4,,,,307010.246,239990.657,21530
MULHUDDART,Old Navan Rd Coolmine Cottages,5,,,,307024.444,239960.231,21531
MULHUDDART,Old Navan Rd Coolmine Cottages,6,,,,307035.398,239939.541,21532
MULHUDDART,Old Navan Rd Coolmine Cottages,7,,,,307022.416,239934.673,21533
MULHUDDART,Old Navan Rd Coolmine Cottages,8,,,,307013.491,239962.462,21534
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,1,O/S SEAGULL COTTAGE,,,307806,238872,21535
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,2,OPP ENTRANCE TO CLONSILLA ROAD,,,307809,238856,21536
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,3,"O/S THE CARERS ASSOCIATION, MARIAN HOUSE",,,307824,238832,21537
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,4,O/S JOE PRITHERLTD,,,307842,238798,21538
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,5,O/S KANEW,,,307842,238763,21539
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,6,O/S ST. PHILOMENAS,,,307858,238736,21540
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,7,O/S YOUTH CENTRE OPP B&B,,,307876,238709,21541
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,8,AT BUS STOP,,,307900,238688,21542
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,9,OPP CHURCH,,,307926,238668,21543
