ZONENAME,POSTALSTREETNAME,UNITNUMBER,LOCATION,OUTSIDE,OPPOSITE,EASTING,NORTHING,OBJECTID
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,17,OPP AVON LODGE,,,308270,238492,21544
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,18,S/O BEECHVIEW,,,308309,238483,21545
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,19,OPP ENTRANCE TO CASTLEKNOCK ROAD,,,308353,238451,21546
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,20,R/O VISHNU HOUSE,,,308384,238432,21547
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,21,OPP THE BELL PUB O/S CLONROSS,,,308418,238411,21548
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,22,O/S CLONROSS,,,308457,238388,21549
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,23,O/S 23/24 ONR,23/24,,308490,238354,21550
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,24,"O/S 20 ONR, AT START OF LANE TO WOODPARK",20,,308523,238334,21551
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,25,O/S 18 ONR,18,,308546,238319,21552
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,26,O/S 14 ONR,14,,308582,238296,21553
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,27,"O/S 10/11 ONR, OPP ENTRANCE TO TALBOT DOWNS",10-Nov,,308614,238277,21554
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,28,OPP 7 ONR,,7,308653,238266,21555
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,29,O/S 3/4 ONR,03-Apr,,308679,238236,21556
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,30,"OPP 1 ONR, AT CORNER OF TALBOT COURT",,1,308709,238231,21557
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,31,O/S 1 TALBOT CT,1,,308782,238172,21558
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,32,OVER CANAL,,,308787,238132,21559
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,33,OPP ENT 12TH LOCK HOTEL,,,308807,238123,21560
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,34,LAST LIGHT BEFORE PEDWAY OVER M50,,,308819,238099,21561
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,101,O/S CHINESE REST.,,,307779,238882,21562
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,113,,,,308542.875,238337.5,21563
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,115,,,,308535.625,238361.5,21564
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,117,,,,308492.125,238379.75,21565
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,119,,,,308524.125,238386.25,21566
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,121,,,,308548.625,238404.5,21567
BLANCHARDSTOWN,OLD NAVAN ROAD BLANCHARDSTOWN,201,O/S GARAGE,,,307707,239054,21568
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,1,OPP ENT TO ST. BRIGIED'S GAA,,,309742.436,237692.286,21569
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,2,B/W ST BRIGIDS GAA/ CK MANOR,,,309715,237701,21570
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,3,B/W ST BRIGIDS GAA/ CK MANOR,,,309691,237713,21571
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,4,B/W ST BRIGIDS GAA/ CK MANOR,,,309662,237730,21572
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,5,B/W ST BRIGIDS GAA/ CK MANOR,,,309637,237743,21573
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,6,OPP ENT CK MANOR,,,309604.099,237768.757,21574
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,7,,,,309575.093,237781.941,21575
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,8,,,,309540.813,237788.432,21576
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,9,,,,309510.793,237802.428,21577
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,10,,,,309482.801,237814.598,21578
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,11,,,,309469.414,237831.434,21579
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,12,,,,309437.365,237845.836,21580
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,13,,,,309399.231,237859.629,21581
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,14,,,,309367.183,237871.394,21582
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,15,AUB AVE RBT,,,309308.968,237878.696,21583
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,16,AUB AVE RBT,,,309276,237890,21584
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,17,OPP AUB PRK APTS,,,309246,237901,21585
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,18,OPP AUB PRK APTS,,,309217.97,237923.041,21586
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,19,O/S BRADYS ' AUDI & VW' GARAGE,,,309184,237937,21587
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,20,O/S SMALL ACRE,,,309136,237953,21588
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,21,O/S BRADYS GARAGE,,,309105,237964,21589
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,22,PAST BEECHPARK AVE,,,309069.763,237975.621,21590
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,23,BEFORE GATE INTO CK TENNIS CLUB,,,309026,237991,21591
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,    001A,AT ENTRANCE TO TOM RUSSELL PARK,,,309735.511,237674.061,21592
CASTLEKNOCK,OLD NAVAN ROAD CASTLEKNOCK,    014A,,,,309330.874,237883.767,21593
MULHUDDART,OLD NAVAN ROAD MULHUDDART,6,O/S 2 CLMNE CTGS,2,,306932,240078,21594
MULHUDDART,OLD NAVAN ROAD MULHUDDART,7,OPP ENT CLMNE CTGS,,,306909,240126,21595
MULHUDDART,OLD NAVAN ROAD MULHUDDART,8,@ ENT PED WAY TO CSTLECRGH,,,306888,240144,21596
MULHUDDART,OLD NAVAN ROAD MULHUDDART,9,OPP ENT SADDELERS EST,,,306870,240162,21597
MULHUDDART,OLD NAVAN ROAD MULHUDDART,10,OPP TOLKA COTTAGE,,,306846,240162,21598
MULHUDDART,OLD NAVAN ROAD MULHUDDART,11,OPP SADDLERS LWN,,,306825,240196,21599
MULHUDDART,OLD NAVAN ROAD MULHUDDART,12,O/S AVONDALE,,,306779,240217,21600
MULHUDDART,OLD NAVAN ROAD MULHUDDART,13,OPP SCHOOL,,,306756,240252,21601
MULHUDDART,OLD NAVAN ROAD MULHUDDART,14,O/S ALDI,,,306726,240258,21602
MULHUDDART,OLD NAVAN ROAD MULHUDDART,15,OPP BERNARDOS,,,306707,240286,21603
MULHUDDART,OLD NAVAN ROAD MULHUDDART,17,OPP THE LODGE PUB,,,306616,240338,21604
MULHUDDART,OLD NAVAN ROAD MULHUDDART,18,OPP ENT BLAKESTOWN RD,,,306590,240363,21605
MULHUDDART,OLD NAVAN ROAD MULHUDDART,19,,,,306559,240361,21606
MULHUDDART,OLD NAVAN ROAD MULHUDDART,20,OLD NAVAN RD,,,306525,240377,21607
MULHUDDART,OLD NAVAN ROAD MULHUDDART,21,O/S DRY CLEANERS,,,306500,240396,21608
MULHUDDART,OLD NAVAN ROAD MULHUDDART,22,OLD NAVAN RD,,,306475,240413,21609
MULHUDDART,OLD NAVAN ROAD MULHUDDART,23,OPP ENT MLHDRT WD,,,306443,240450,21610
MULHUDDART,OLD NAVAN ROAD MULHUDDART,24,OLD NAVAN RD,,,306427,240449,21611
MULHUDDART,OLD NAVAN ROAD MULHUDDART,25,OLD NAVAN RD,,,306409,240477,21612
MULHUDDART,OLD NAVAN ROAD MULHUDDART,26,OLD NAVAN RD,,,306382,240492,21613
MULHUDDART,OLD NAVAN ROAD MULHUDDART,27,OLD NAVAN RD,,,306347,240509,21614
MULHUDDART,OLD NAVAN ROAD MULHUDDART,28,OLD NAVAN RD,,,306311,240523,21615
MULHUDDART,OLD NAVAN ROAD MULHUDDART,29,OLD NAVAN RD,,,306277,240533,21616
MULHUDDART,OLD NAVAN ROAD MULHUDDART,30,OLD NAVAN RD,,,306256,240541,21617
MULHUDDART,OLD NAVAN ROAD MULHUDDART,31,OLD NAVAN RD,,,306229,240549,21618
MULHUDDART,OLD NAVAN ROAD MULHUDDART,32,OLD NAVAN RD,,,306195,240557,21619
MULHUDDART,OLD NAVAN ROAD MULHUDDART,33,OLD NAVAN RD,,,306160,240567,21620
MULHUDDART,OLD NAVAN ROAD MULHUDDART,34,OLD NAVAN RD,,,306133,240582,21621
MULHUDDART,OLD NAVAN ROAD MULHUDDART,35,OLD NAVAN RD,,,306107,240602,21622
MULHUDDART,OLD NAVAN ROAD MULHUDDART,36,OLD NAVAN RD,,,306083,240614,21623
MULHUDDART,OLD NAVAN ROAD MULHUDDART,37,OLD NAVAN RD,,,306067,240621,21624
MULHUDDART,OLD NAVAN ROAD MULHUDDART,38,OLD NAVAN RD,,,306047,240627,21625
MULHUDDART,OLD NAVAN ROAD MULHUDDART,39,OLD NAVAN RD,,,306016,240635,21626
MULHUDDART,OLD NAVAN ROAD MULHUDDART,40,OLD NAVAN RD,,,305996,240639,21627
MULHUDDART,OLD NAVAN ROAD MULHUDDART,41,OLD NAVAN RD,,,305972,240629,21628
MULHUDDART,OLD NAVAN ROAD MULHUDDART,42,OLD NAVAN RD,,,305918,240644,21629
MULHUDDART,OLD NAVAN ROAD MULHUDDART,43,"OLD NAVAN RD
OLD NAVAN RD",,,305880,240659,21630
MULHUDDART,OLD NAVAN ROAD MULHUDDART,44,OLD NAVAN RD ON BEND,,,305852,240682,21631
MULHUDDART,OLD NAVAN ROAD MULHUDDART,45,OLD NAVAN RD,,,305824,240709,21632
MULHUDDART,OLD NAVAN ROAD MULHUDDART,46,OLD NAVAN RD,,,305822,240736,21633
MULHUDDART,OLD NAVAN ROAD MULHUDDART,47,OLD NAVAN RD,,,305793,240746,21634
MULHUDDART,OLD NAVAN ROAD MULHUDDART,48,OLD NAVAN RD,,,305791,240779,21635
MULHUDDART,OLD NAVAN ROAD MULHUDDART,49,OLD NAVAN RD,,,305761,240790,21636
MULHUDDART,OLD NAVAN ROAD MULHUDDART,50,"OLD NAVAN RD
OLD NAVAN RD",,,305760,240821,21637
MULHUDDART,OLD NAVAN ROAD MULHUDDART,51,OLD NAVAN RD,,,305738,240846,21638
RUSH,OLD ROAD COURT RUSH,1,S/O ST JUDES,,,325867,254196,21639
RUSH,OLD ROAD COURT RUSH,2,O/S 1 OLD RD CRT,1,,325867,254226,21640
RUSH,OLD ROAD COURT RUSH,3,O/S 2/3 OLD RD CRT,02-Mar,,325862,254252,21641
RUSH,OLD ROAD GROVE RUSH,1,OPP 3 OLD RD GRV,,3,325834,254199,21642
RUSH,OLD ROAD GROVE RUSH,2,O/S 4 OLD RD GRV,4,,325843,254207,21643
RUSH,OLD ROAD GROVE RUSH,3,OPP 1 OLD RD GRV,,1,325823,254199,21644
RUSH,OLD ROAD RUSH,2,OLD ROAD,,,325106.389,253862.578,21645
RUSH,OLD ROAD RUSH,3,OLD ROAD,,,325122,253883,21646
RUSH,OLD ROAD RUSH,3,OLD ROAD,,,325122,253883,21647
RUSH,OLD ROAD RUSH,4,OLD ROAD,,,325156,253919,21648
RUSH,OLD ROAD RUSH,5,OLD ROAD,,,325187,253952,21649
RUSH,OLD ROAD RUSH,6,ENT DRUMMOND HSE,,,325213,253978,21650
RUSH,OLD ROAD RUSH,7,OLD ROAD,,,325242,254008,21651
RUSH,OLD ROAD RUSH,8,OPP LORDS PARK,,,325297,254052,21652
RUSH,OLD ROAD RUSH,9,OPP ENT DOCTORS LANE,,,325331,254081,21653
RUSH,OLD ROAD RUSH,10,OLD ROAD,,,325375,254109,21654
RUSH,OLD ROAD RUSH,11,O/S ST. JOES CONVENT,,,325413,254139,21655
RUSH,OLD ROAD RUSH,12,ENT ST. JOES CONVENT,,,325447,254160,21656
RUSH,OLD ROAD RUSH,13,JUNCT HAYESTOWN RD,,,325478,254180,21657
RUSH,OLD ROAD RUSH,14,OPP 11/12 LINN CUIN,,,325537,254195,21658
RUSH,OLD ROAD RUSH,15,O/S BROOKFORD NURSERIES,,,325591,254202,21659
RUSH,OLD ROAD RUSH,16,OPP 4/5 MILL BANK WALK,,04-May,325658,254195,21660
RUSH,OLD ROAD RUSH,17,OPP THE MILL LOUNGE BAR,,,325727,254171,21661
RUSH,OLD ROAD RUSH,18,ENT BRKSDE GRDNS,,,325767,254205,21662
RUSH,OLD ROAD RUSH,19,O/S TWOSTONE COTTAGE,,,325773,254176,21663
RUSH,OLD ROAD RUSH,20,OPP ST. MARTINS,,,325812,254183,21664
RUSH,OLD ROAD RUSH,21,O/S ST. JUDES,,,325854,254188,21665
RUSH,OLD ROAD RUSH,22,OPP MILLHOUSE,,,325754,254143,21666
RUSH,OLD ROAD RUSH,23,R/O MILLMOUNT VIEW,,,325760,254104,21667
RUSH,OLD ROAD RUSH,   X 001,ENT THE NOOK,,,325083,253835,21668
MALAHIDE,OLD STREET MALAHIDE,1,1ST LIGHT OFF DUBLIN ROAD,,,322635,246095,21669
MALAHIDE,OLD STREET MALAHIDE,2,O/S 3/4B OLD STREET,,,322628,246124,21670
MALAHIDE,OLD STREET MALAHIDE,3,O/S 7 OLD STREET,,,322627,246154,21671
MALAHIDE,OLD STREET MALAHIDE,4,O/S WINEVIEW,,,322627,246197,21672
HOWTH,OLD THORMANBY ROAD,217,O/S 'LISSADEL',,,329320,237604,21673
HOWTH,OLD THORMANBY ROAD,218,OPP FRONT OF THE SUMMIT INN PUB,,,329281,237573,21674
HOWTH,OLD THORMANBY ROAD,219,OPP ENTRANCE TO BAILEY GREEN ROAD,,,329262,237555,21675
HOWTH,OLD THORMANBY ROAD,220,O/S 1/2 BAILEY GREEN ROAD,,,329249,237510,21676
HOWTH,OLD THORMANBY ROAD,221,O/S 4 BAILEY GREEN ROAD,,,329238,237468,21677
HOWTH,OLD THORMANBY ROAD,222,O/S 'LINDOW',,,329234,237435,21678
HOWTH,OLD THORMANBY ROAD,223,STH OF THE ANCHORAGE,,,329232,237354,21679
HOWTH,OLD THORMANBY ROAD,224,THORMANBY RD,,,329237,237315,21680
HOWTH,OLD THORMANBY ROAD,225,THORMANBY RD,,,329242,237277,21681
HOWTH,OLD THORMANBY ROAD,226,THORMANBY RD,,,329241,237232,21682
HOWTH,OLD THORMANBY ROAD,227,O/S PAGODA,,,329233,237192,21683
HOWTH,OLD THORMANBY ROAD,228,O/S PAGODA,,,329235.163,237155.957,21684
HOWTH,OLD THORMANBY ROAD,229,THORMANBY RD,,,329228,237112,21685
HOWTH,OLD THORMANBY ROAD,230,THORMANBY RD,,,329232,237071,21686
HOWTH,OLD THORMANBY ROAD,231,O/S ARD MHUIRE,,,329236,237031,21687
HOWTH,OLD THORMANBY ROAD,231,O/S ARD MHUIRE,,,329236,237031,21688
HOWTH,OLD THORMANBY ROAD,232,O/S FAIRWAYS,,,329234,236990,21689
HOWTH,OLD THORMANBY ROAD,233,ENT FAIRWAYS,,,329222,236952,21690
HOWTH,OLD THORMANBY ROAD,234,O/S RAMORE,,,329206,236916,21691
HOWTH,OLD THORMANBY ROAD,235,OPP ST. BENEDICTS,,,329188,236879,21692
HOWTH,OLD THORMANBY ROAD,236,O/S LONG ACRE,,,329168,236843,21693
HOWTH,OLD THORMANBY ROAD,237,OPP BEACON REACH,,,329147,236803,21694
HOWTH,OLD THORMANBY ROAD,238,O/S DANE'S HOLLOW,,,329122,236790,21695
HOWTH,OLD THORMANBY ROAD,239,O/S TIARACHT,,,329106,236795,21696
HOWTH,OLD THORMANBY ROAD,240,O/S INISFREE,,,329061,236791,21697
HOWTH,OLD THORMANBY ROAD,241,O/S DRISOGE,,,329025,236794,21698
HOWTH,OLD THORMANBY ROAD,242,O/S THE SHACK,,,328986,236801,21699
HOWTH,OLD THORMANBY ROAD,243,O/S FIONN RADHARC,,,328953,236809,21700
HOWTH,OLD THORMANBY ROAD,243,O/S FIONN RADHARC,,,328953,236809,21701
MALAHIDE,OLD YELLOWWALLS ROAD ESB,1,BEHIND WALL,,,321414,246242,21702
MALAHIDE,OLD YELLOWWALLS ROAD ESB,2,BEHIND WALL,,,321390,246255,21703
MALAHIDE,OLD YELLOWWALLS ROAD ESB,3,O/S NEPHIN,,,321366,246268,21704
MALAHIDE,OLD YELLOWWALLS ROAD ESB,4,OPP ENT MILFORD EST,,,321335,246284,21705
MALAHIDE,OLD YELLOWWALLS ROAD ESB,5,OPP S/O 1 MILFORD,,,321301,246303,21706
MALAHIDE,OLD YELLOWWALLS ROAD ESB,6,AT BRIDGE,,,321246,246334,21707
MALAHIDE,OLD YELLOWWALLS ROAD ESB,7,ENT BARRICK BRIDGE,,,321233,246346,21708
MALAHIDE,OLD YELLOWWALLS ROAD ESB,8,O/S 1 CASTLE COVE,1,,321218,246362,21709
MALAHIDE,OLD YELLOWWALLS ROAD ESB,9,OPP 2/3 CASTLE COVE,,02-Mar,321211,246384,21710
MALAHIDE,OLD YELLOWWALLS ROAD UG,24,"O/S SHOPS, 1ST LIGHT OFF ESTUARY ROAD",,,320930,246585,21711
MALAHIDE,OLD YELLOWWALLS ROAD UG,25,O/S SHOPS,,,320958,246573,21712
MALAHIDE,OLD YELLOWWALLS ROAD UG,26,S/O 1 SBRY PARADE,,,320998,246557,21713
MALAHIDE,OLD YELLOWWALLS ROAD UG,27,S/O 95 SBRY CRES,,,321018,246549,21714
MALAHIDE,OLD YELLOWWALLS ROAD UG,28,O/S 9 O.Y.W.R.,9,,321072,246527,21715
MALAHIDE,OLD YELLOWWALLS ROAD UG,29,O/S 6 O.Y.W.R.,6,,321101,246515,21716
MALAHIDE,OLD YELLOWWALLS ROAD UG,30,O/S 1/2 O.Y.W.R.,01-Feb,,321140,246497,21717
MALAHIDE,OLD YELLOWWALLS ROAD UG,31,O/S 1A O.Y.W.R.,1A,,321162,246469,21718
MALAHIDE,OLD YELLOWWALLS ROAD UG,32,OPP ENT HILCREST,,,321169,246435,21719
OLDTOWN,OLDTOWN,1,,,,311683,253349,21720
OLDTOWN,OLDTOWN,2,,,,311689,253383,21721
OLDTOWN,OLDTOWN,3,,,,311694,253413,21722
OLDTOWN,OLDTOWN,4,,,,311699,253442,21723
OLDTOWN,OLDTOWN,5,,,,311716,253459,21724
OLDTOWN,OLDTOWN,6,O/S 1/2,,,311709,253480,21725
OLDTOWN,OLDTOWN,7,OPP 1/2,,,311721,253481,21726
OLDTOWN,OLDTOWN,8,OPP ENTRANCE TO SHAMROCK PARK,,,311730,253523,21727
OLDTOWN,OLDTOWN,9,,,,311732,253548,21728
OLDTOWN,OLDTOWN,10,,,,311740,253591,21729
OLDTOWN,OLDTOWN,11,,,,311758,253654,21730
OLDTOWN,OLDTOWN,12,,,,311764,253690,21731
OLDTOWN,OLDTOWN,13,,,,311769,253727,21732
OLDTOWN,OLDTOWN,14,,,,311776,253794,21733
OLDTOWN,OLDTOWN,15,,,,311784,253831,21734
OLDTOWN,OLDTOWN,16,,,,311795,253867,21735
OLDTOWN,OLDTOWN,17,,,,311798,253902,21736
OLDTOWN,OLDTOWN,18,,,,311801,253946,21737
OLDTOWN,OLDTOWN,19,,,,311778,253957,21738
OLDTOWN,OLDTOWN,20,OPP LOCAL HALL,,,311759,253977,21739
OLDTOWN,OLDTOWN,21,O/S VILLAGE STORE,,,311715,253981,21740
OLDTOWN,OLDTOWN,22,AT CORNER OF PRIVATE ROAD,,,311673,253996,21741
OLDTOWN,OLDTOWN,23,,,,311639,254029,21742
OLDTOWN,OLDTOWN,24,,,,311586,254035,21743
OLDTOWN,OLDTOWN,25,,,,311559,254056,21744
OLDTOWN,OLDTOWN,26,,,,311523,254050,21745
OLDTOWN,OLDTOWN,27,,,,311505,254079,21746
OLDTOWN,OLDTOWN,28,,,,311484,254098,21747
OLDTOWN,OLDTOWN,29,,,,311358.312,254245.446,21748
OLDTOWN,OLDTOWN,30,,,,311269.469,254353.357,21749
OLDTOWN,OLDTOWN,31,,,,311243.099,254425.568,21750
OLDTOWN,OLDTOWN,32,,,,311775,253996,21751
OLDTOWN,OLDTOWN,33,,,,311786,254041,21752
OLDTOWN,OLDTOWN,34,OPP OLDTOWN HOUSE,,,311787,254094,21753
OLDTOWN,OLDTOWN,35,,,,311803,254119,21754
OLDTOWN,OLDTOWN,36,,,,311826,254151,21755
OLDTOWN,OLDTOWN,37,,,,311868,254191,21756
OLDTOWN,OLDTOWN,38,,,,311872,254221,21757
OLDTOWN,OLDTOWN,39,,,,311900,254282,21758
OLDTOWN,OLDTOWN,40,,,,311746.754,254066.271,21759
OLDTOWN,OLDTOWN,41,,,,311188.231,254479.625,21760
BLANCHARDSTOWN,ONGAR HARTSTOWN LINK ROAD,1,,,,305561,238686,21761
BLANCHARDSTOWN,ONGAR HARTSTOWN LINK ROAD,2,,,,305564,238725,21762
BLANCHARDSTOWN,ONGAR HARTSTOWN LINK ROAD,3,,,,305572,238763,21763
BLANCHARDSTOWN,ONGAR HARTSTOWN LINK ROAD,4,,,,305578,238798,21764
BLANCHARDSTOWN,ONGAR HARTSTOWN LINK ROAD,5,,,,305584,238836,21765
BLANCHARDSTOWN,ONGAR HARTSTOWN LINK ROAD,6,,,,305590,238873,21766
BLANCHARDSTOWN,ONGAR HARTSTOWN LINK ROAD,7,,,,305594,238907,21767
BLANCHARDSTOWN,ONGAR HARTSTOWN LINK ROAD,8,,,,305600,238946,21768
BLANCHARDSTOWN,ONGAR HARTSTOWN LINK ROAD,9,,,,305605,238992,21769
BLANCHARDSTOWN,ONGAR HARTSTOWN LINK ROAD,10,,,,305629,238991,21770
ONGAR,ONGAR PARK,1,ENT RD,,,304366,239105,21771
ONGAR,ONGAR PARK,2,OPP 8 AY TRC,,8,304321,239104,21772
ONGAR,ONGAR PARK,3,OPP 13/14 AY TRC,,13/14,304290,239103,21773
ONGAR,ONGAR PARK,4,OPP 20 AY TRC,,20,304254,239101,21774
ONGAR,ONGAR PARK,5,OPP 21 AY TRC,,21,304232,239101,21775
ONGAR,ONGAR PARK,6,OPP 27 AY TRC,,27,304200,239101,21776
ONGAR,ONGAR PARK,7,OPP S/O 33 AY TRC,,,304163,239099,21777
ONGAR,ONGAR PARK,8,OPP 34 AY TRC IN CP,,34,304142,239119,21778
ONGAR,ONGAR PARK,9,OPP UNDER-PASS AY CLS,,,304153,239090,21779
ONGAR,ONGAR PARK,13,O/S 1-14 AY CLS,Jan-14,,304123,239113,21780
ONGAR,ONGAR PARK,14,OPP 18/19 DEL AVE,,18/19,304147,239136,21781
ONGAR,ONGAR PARK,15,O/S 36 AY CRT,36,,304166,239137,21782
ONGAR,ONGAR PARK,16,O/S 12 AY CRT,12,,304200,239138,21783
ONGAR,ONGAR PARK,17,O/S 14 AY CRT,14,,304216,239138,21784
ONGAR,ONGAR PARK,18,R/O 4 AY CRT,,,304188,239154,21785
ONGAR,ONGAR PARK,19,O/S 4 AY CRT,4,,304173,239168,21786
ONGAR,ONGAR PARK,20,O/S 14 DEL AVE,14,,304155,239160,21787
ONGAR,ONGAR PARK,21,O/S 24 DEL AVE,24,,304105,239107,21788
ONGAR,ONGAR PARK,22,OPP 29 DEL AVE,,29,304062,239102,21789
ONGAR,ONGAR PARK,23,OPP 35 DEL AVE,,35,304019,239100,21790
ONGAR,ONGAR PARK,24,R/O 33 DEL AVE,,,304032,239126,21791
ONGAR,ONGAR PARK,25,OPP S/O 5 DEL LANE,,,304032,239144,21792
ONGAR,ONGAR PARK,26,S/O 5 DEL LANE,,,304015,239145,21793
ONGAR,ONGAR PARK,29,O/S HAY RSE,,,303953,239118,21794
ONGAR,ONGAR PARK,30,ENT HAY RSE,,,303971,239126,21795
ONGAR,ONGAR PARK,31,O/S 59 HAY TRC,59,,303933,239154,21796
ONGAR,ONGAR PARK,32,O/S 65 HAY TRC,65,,303912,239146,21797
ONGAR,ONGAR PARK,33,OPP 65 HAY TRC,,65,303907,239164,21798
ONGAR,ONGAR PARK,34,O/S 55 HAY TRC,55,,303937,239164,21799
ONGAR,ONGAR PARK,35,OPP 49 HAY TRC,,49,303910,239187,21800
ONGAR,ONGAR PARK,36,OPP 41 HAY TRC,,41,303911,239206,21801
ONGAR,ONGAR PARK,37,OPP ENT HAY MWS,,,303914,239241,21802
ONGAR,ONGAR PARK,38,OPP 15 HAY TRC,,15,303917,239282,21803
ONGAR,ONGAR PARK,39,ON BEND OPP 9 HAY TRC,,9,303925,239310,21804
ONGAR,ONGAR PARK,40,O/S 3 HAY TRC,3,,303938,239321,21805
ONGAR,ONGAR PARK,41,OPP ENT HAY TRC,,,303941,239336,21806
ONGAR,ONGAR PARK,42,OPP ENT HAY PLC,,,303976,239347,21807
ONGAR,ONGAR PARK,43,O/S 6 HAY PLC,6,,303972,239304,21808
ONGAR,ONGAR PARK,44,OPP 1/2 HAY PLC,,01-Feb,303988,239326,21809
ONGAR,ONGAR PARK,45,OPP 2 HAY DRV,,2,304014,239356,21810
ONGAR,ONGAR PARK,46,OPP 8 HAY DRV,8,,304057,239353,21811
ONGAR,ONGAR PARK,47,OPP 11 HAY DRV,,11,304090,239336,21812
ONGAR,ONGAR PARK,48,OPP ENT DEL TRC,,,304121,239311,21813
ONGAR,ONGAR PARK,49,OPP 12 HAY DRV,,12,304148,239287,21814
ONGAR,ONGAR PARK,50,OPP 18 HAY DRV,,18,304182,239260,21815
ONGAR,ONGAR PARK,51,OPP ENT DEL AVE,,,304215,239234,21816
ONGAR,ONGAR PARK,52,S/O DEL CRT APTS,,,304200,239219,21817
ONGAR,ONGAR PARK,53,DEL CRT CP,,,304189,239213,21818
ONGAR,ONGAR PARK,54,DEL CRT CP,,,304172,239227,21819
ONGAR,ONGAR PARK,55,DEL CRT CP,,,304161,239216,21820
ONGAR,ONGAR PARK,56,O/S 5 DEL AVE,5,,304185,239197,21821
ONGAR,ONGAR PARK,57,O/S 32 DEL MEWS,32,,304135,239198,21822
ONGAR,ONGAR PARK,58,O/S 30 DEL MEWS,30,,304119,239203,21823
ONGAR,ONGAR PARK,59,O/S 22 DEL MEWS,22,,304107,239187,21824
ONGAR,ONGAR PARK,60,O/S 16 DEL MEWS,16,,304092,239167,21825
ONGAR,ONGAR PARK,61,O/S 10/12 DEL MEWS,10-Dec,,304084,239144,21826
ONGAR,ONGAR PARK,62,O/S 6 DEL MEWS,6,,304070,239154,21827
ONGAR,ONGAR PARK,63,O/S 2 DEL MEWS,2,,304045,239162,21828
ONGAR,ONGAR PARK,64,S/O 40 DEL TRC,,,304027,239178,21829
ONGAR,ONGAR PARK,65,O/S 48 DEL TRC,48,,304007,239160,21830
ONGAR,ONGAR PARK,66,S/O 6 DEL LANE,,,303996,239149,21831
ONGAR,ONGAR PARK,67,O/S 1 DEL LANE,1,,303993,239128,21832
ONGAR,ONGAR PARK,68,O/S HAY CLS APTS,,,303978,239137,21833
